VehRegNo,DistanceTraveled
WPAAV-7691,1223.0
WPAAV-7819,73227.0
WPAAV-7923,
WPAAV-7923,16097.0
WPAAV-7923,16097.0
WPAAV-7966,10299.0
WPAAV-7966,10299.0
WPAAV-7966,10299.0
WPAAV-7966,10299.0
WPAAV-8234,10197.0
WPAAV-8280,0.0
WPAAV-8370,5929.0
WPAAV-8370,5929.0
WPAAV-8382,64651.0
WPAAV-8382,64645.0
WPAAV-8389,15390.0
WPAAV-8507,78562.0
WPAAV-8507,78562.0
WPAAV-8588,11701.0
WPAAV-8686,27943.0
WPAAV-8686,24159.0
WPAAV-8853,2961.0
WPAAV-8890,1678.0
WPAAV-8896,7125.0
WPAAV-8896,7125.0
WPAAV-8896,7125.0
WPAAV-8896,7125.0
WPAAV-8896,7125.0
WPAAV-8896,7125.0
WPAAV-8989,3147.0
WPAAV-9055,10304.0
WPAAV-9209,22079.0
WPAAV-9231,5950.0
WPAAV-9739,270.0
WPAAW-0189,5053.0
WPAAW-0534,0.0
WPAAW-1971,17849.0
WPAAW-1971,20845.0
WPAAW-3047,27402.0
WPAAW-3047,27402.0
WPAAW-3047,27389.0
WPAAW-3047,27389.0
WPAAY-4932,8895.0
WPAAY-4932,8895.0
WPAAY-4932,9057.0
WPAAY-4932,8895.0
WPAAY-4932,8895.0
WPAAY-4932,9057.0
WPAAY-4932,8895.0
WPAAY-4932,8895.0
WPAAY-4932,9057.0
WPABG-7483,4502.0
WPABI-0270,5535.0
WPABI-3639,0.0
WPABI-3639,1.0
WPABI-3639,0.0
WPABI-3789,11846.0
WPABI-6794,814.0
WPABI-6803,6450.0
WPABI-6844,591.0
WPABI-7044,9139.0
WPABI-7112,34768.0
WPABI-7340,1335.0
WPABI-7340,1335.0
WPABI-7460,6288.0
WPABI-7493,2285.0
WPABI-7527,55385.0
WPABI-7666,0.0
WPABI-7755,2757.0
WPABI-7755,2757.0
WPABI-7755,2757.0
WPABI-7849,0.0
WPABI-7939,19506.0
WPABI-7939,19506.0
WPABI-7955,68540.0
WPABI-7955,68540.0
WPABI-7973,67215.0
WPABI-7973,67215.0
WPABI-8074,0.0
WPABI-8180,25982.0
WPABI-8255,28921.0
WPABI-8290,26772.0
WPABI-8290,27046.0
WPABI-8307,15385.0
WPABI-8318,2134.0
WPABI-8318,2134.0
WPABI-8318,2133.0
WPABI-8318,2133.0
WPABI-8361,2756.0
WPABI-8361,2756.0
WPABI-8362,29105.0
WPABI-8476,0.0
WPABI-8506,47857.0
WPABI-8582,19028.0
WPABI-8596,64579.0
WPABI-8596,64579.0
WPABI-8596,64579.0
WPABI-8596,64582.0
WPABI-8596,64582.0
WPABI-8596,64582.0
WPABI-8599,13409.0
WPABI-8731,0.0
WPABI-8731,0.0
WPABI-8813,11574.0
WPABI-8837,66666.0
WPABI-8837,66659.0
WPABI-8837,66653.0
WPABI-8845,8507.0
WPABI-8991,2801.0
WPABI-8991,2801.0
WPABI-9089,24478.0
WPABI-9164,7765.0
WPABI-9358,27662.0
WPABI-9358,27662.0
WPABI-9358,27662.0
WPABI-9389,7149.0
WPABI-9434,2627.0
WPABI-9512,0.0
WPABI-9746,8921.0
WPABI-9766,0.0
WPABI-9766,0.0
WPABI-9952,19207.0
WPABJ-0025,4273.0
WPABJ-0040,34006.0
WPABJ-0040,34006.0
WPABJ-0040,34006.0
WPABJ-0092,19976.0
WPABJ-0092,20481.0
WPABJ-0161,53493.0
WPABJ-0173,3992.0
WPABJ-0253,11272.0
WPABJ-0278,1815.0
WPABJ-0278,1815.0
WPABJ-0660,23565.0
WPABJ-0708,68139.0
WPABJ-0882,43331.0
WPABJ-0882,43331.0
WPABJ-0882,43331.0
WPABJ-0882,43331.0
WPABJ-1460,50019.0
WPABO-5393,1189.0
WPABO-5401,8527.0
WPABO-6103,1416.0
WPABO-6138,7700.0
WPABO-6295,22896.0
WPABO-6295,22849.0
WPABO-6295,22896.0
WPABO-6295,22849.0
WPABO-6295,22896.0
WPABO-6295,22849.0
WPABO-6393,2419.0
WPABO-6464,0.0
WPABO-6618,28164.0
WPABO-6727,19372.0
WPABO-6774,32711.0
WPABO-6942,4823.0
WPABO-6979,7196.0
WPABO-7082,23381.0
WPABO-7082,23381.0
WPABO-7082,23463.0
WPABO-7082,23381.0
WPABO-7082,23381.0
WPABO-7082,23463.0
WPABO-7082,23381.0
WPABO-7082,23381.0
WPABO-7082,23463.0
WPABO-7082,23368.0
WPABO-7082,23368.0
WPABO-7082,23450.0
WPABO-7158,6965.0
WPABO-7291,13468.0
WPABO-7364,12828.0
WPABO-7484,6680.0
WPABO-7590,15969.0
WPABO-7595,34858.0
WPABO-7680,2605.0
WPABO-7739,28878.0
WPABO-7793,16984.0
WPABO-7793,17097.0
WPABO-7820,5526.0
WPABO-7861,14041.0
WPABO-7861,14035.0
WPABO-7861,14029.0
WPABO-7922,6.0
WPABO-7922,0.0
WPABO-7989,27002.0
WPABO-8065,5646.0
WPABO-8111,42783.0
WPABO-8111,42795.0
WPABO-8111,42714.0
WPABO-8111,42726.0
WPABO-8111,42783.0
WPABO-8111,42795.0
WPABO-8159,27081.0
WPABO-8179,3918.0
WPABO-8179,3918.0
WPABO-8193,547286.0
WPABO-8193,547286.0
WPABO-8219,41966.0
WPABO-8219,41966.0
WPABO-8264,2696.0
WPABO-8269,14570.0
WPABO-8269,14570.0
WPABO-8317,16543.0
WPABO-8368,6436.0
WPABO-8383,26767.0
WPABO-8399,46596.0
WPABO-8399,46596.0
WPABO-8441,10071.0
WPABO-8445,14963.0
WPABO-8458,48208.0
WPABO-8458,48208.0
WPABO-8478,4396.0
WPABO-8502,84.0
WPABO-8509,3913.0
WPABO-8512,315.0
WPABO-8526,26267.0
WPABO-8526,26267.0
WPABO-8526,26267.0
WPABO-8535,11955.0
WPABO-8732,3295.0
WPABO-8771,14881.0
WPABO-8771,14881.0
WPABO-8771,14881.0
WPABO-8819,28406.0
WPABO-8819,28406.0
WPABO-8819,28406.0
WPABO-8842,0.0
WPABO-8902,15997.0
WPABO-8902,16012.0
WPABO-8902,16028.0
WPABO-8902,26029.0
WPABO-8969,13606.0
WPABO-8970,21955.0
WPABO-9093,0.0
WPABO-9095,11679.0
WPABO-9095,11679.0
WPABO-9111,17482.0
WPABO-9111,484582.0
WPABO-9111,17482.0
WPABO-9163,6813.0
WPABO-9281,47625.0
WPABO-9281,47168.0
WPABO-9290,30352.0
WPABO-9311,4.0
WPABO-9311,0.0
WPABO-9412,30714.0
WPABO-9415,6140.0
WPABO-9471,10875.0
WPABO-9546,5970.0
WPABP-0032,7170.0
WPBAA-0001,5188.0
WPBAA-0040,0.0
WPBAA-0095,39820.0
WPBAA-0469,22.0
WPBAA-0469,22.0
WPBAA-1135,4984.0
WPBAA-1266,15629.0
WPBAA-1266,15629.0
WPBAA-1671,8083.0
WPBAA-1935,1497.0
WPBAA-2795,14990.0
WPBAA-5366,17323.0
WPBAA-5937,4717.0
WPBAA-8159,83150.0
WPBAA-8159,83149.0
WPBAA-8159,83150.0
WPBAA-8159,83149.0
WPBAA-8547,8705.0
WPBAA-9757,1953.0
WPBAB-1242,3276.0
WPBAB-1964,9054.0
WPBAI-4675,8487.0
WPBAI-4675,8487.0
WPBAM-7514,3298.0
WPBAO-4795,3370.0
WPBAO-6022,8642.0
WPBAP-0275,207.0
WPBAP-0275,210.0
WPBAP-0275,207.0
WPBAP-0275,210.0
WPBAP-0882,8810.0
WPBAP-0882,8810.0
WPBAP-0882,8761.0
WPBAP-0882,8761.0
WPBAP-3219,1.0
WPBAP-3428,4550.0
WPBAP-3428,4837.0
WPBAP-5468,10851.0
WPBAP-5468,10853.0
WPBAP-5757,17946.0
WPBAP-5757,17946.0
WPBAP-5816,13008.0
WPBAP-5877,9760.0
WPBAP-6028,3680.0
WPBAP-7027,2631.0
WPBAP-7478,7951.0
WPBAP-7567,267.0
WPBAP-8948,8674.0
WPBAP-9793,0.0
WPBAQ-0100,15629.0
WPBAQ-0135,0.0
WPBAQ-0135,0.0
WPBAQ-0135,0.0
WPBAQ-0135,0.0
WPBAQ-0135,0.0
WPBAQ-0135,0.0
WPBAQ-0496,0.0
WPBAQ-0642,21403.0
WPBAQ-1380,0.0
WPBAQ-1652,338.0
WPBAQ-2072,8746.0
WPBAQ-2124,18604.0
WPBAQ-2151,2346.0
WPBAQ-2158,68734.0
WPBAQ-2158,68801.0
WPBAQ-2158,18855.0
WPBAQ-2199,13297.0
WPBAQ-2228,1992.0
WPBAQ-2334,2757.0
WPBAQ-2334,2767.0
WPBAQ-2383,10116.0
WPBAQ-2398,18355.0
WPBAQ-2494,5051.0
WPBAQ-2675,11775.0
WPBAQ-2726,3972.0
WPBAQ-2726,3972.0
WPBAQ-2726,3972.0
WPBAQ-2726,3972.0
WPBAQ-2786,19245.0
WPBAQ-2786,19245.0
WPBAQ-2832,14989.0
WPBAQ-2832,14989.0
WPBAQ-2945,1767.0
WPBAQ-2945,1963.0
WPBAQ-3066,18562.0
WPBAQ-3078,33276.0
WPBAQ-3130,12067.0
WPBAQ-3169,5095.0
WPBAQ-3169,5095.0
WPBAQ-3389,7080.0
WPBAQ-3432,9925.0
WPBAQ-3690,9786.0
WPBAQ-3760,5278.0
WPBAQ-3824,6459.0
WPBAQ-4169,660.0
WPBAQ-4239,296289.0
WPBAQ-4239,296289.0
WPBAQ-4276,14237.0
WPBAQ-4276,14244.0
WPBAQ-4276,14251.0
WPBAQ-4398,5590.0
WPBAQ-4398,5585.0
WPBAQ-4445,641.0
WPBAQ-4484,5258.0
WPBAQ-4574,5014.0
WPBAQ-4574,5014.0
WPBAQ-4643,2774.0
WPBAQ-4643,2565.0
WPBAQ-4708,3348.0
WPBAQ-4821,4840.0
WPBAQ-4821,5118.0
WPBAQ-4821,5118.0
WPBAQ-4821,5107.0
WPBAQ-5110,3605.0
WPBAQ-5153,9529.0
WPBAQ-5155,14142.0
WPBAQ-5155,14059.0
WPBAQ-5225,10241.0
WPBAQ-5371,45681.0
WPBAQ-5384,23189.0
WPBAQ-5384,23189.0
WPBAQ-5429,16741.0
WPBAQ-5483,34405.0
WPBAQ-5483,5642.0
WPBAQ-5486,14448.0
WPBAQ-5498,4980.0
WPBAQ-5523,690.0
WPBAQ-5555,17932.0
WPBAQ-5719,1051.0
WPBAQ-6031,7622.0
WPBAQ-6031,7632.0
WPBAQ-6107,3468.0
WPBAQ-6143,35995.0
WPBAQ-6143,32081.0
WPBAQ-6143,35995.0
WPBAQ-6143,32081.0
WPBAQ-6143,35995.0
WPBAQ-6143,32081.0
WPBAQ-6357,0.0
WPBAQ-6388,4721.0
WPBAQ-6393,2000.0
WPBAQ-6513,48565.0
WPBAQ-6554,3955.0
WPBAQ-6615,6005.0
WPBAQ-6621,7028.0
WPBAQ-6738,71.0
WPBAQ-6738,71.0
WPBAQ-6799,10040.0
WPBAQ-6872,10365.0
WPBAQ-6873,23633.0
WPBAQ-6910,43.0
WPBAQ-6910,43.0
WPBAQ-6925,5900.0
WPBAQ-6980,8102.0
WPBAQ-7012,20663.0
WPBAQ-7364,5145.0
WPBAQ-7374,1.0
WPBAQ-7410,22402.0
WPBAQ-7410,22402.0
WPBAQ-7444,11101.0
WPBAQ-7499,13692.0
WPBAQ-7499,13687.0
WPBAQ-7499,13692.0
WPBAQ-7506,6794.0
WPBAQ-7507,6245.0
WPBAQ-7527,6456.0
WPBAQ-7556,12677.0
WPBAQ-7556,12674.0
WPBAQ-7737,10400.0
WPBAQ-7737,10400.0
WPBAQ-7920,6544.0
WPBAQ-7930,15090.0
WPBAQ-7930,15090.0
WPBAQ-8000,7842.0
WPBAQ-8053,16316.0
WPBAQ-8331,2956.0
WPBAQ-8331,2956.0
WPBAQ-8429,75000.0
WPBAQ-8429,75000.0
WPBAQ-8429,75000.0
WPBAQ-8429,75000.0
WPBAQ-8435,0.0
WPBAQ-8439,8672.0
WPBAQ-8445,13031.0
WPBAQ-8705,1197.0
WPBAQ-8936,6467.0
WPBAQ-8936,6467.0
WPBAQ-8975,8670.0
WPBAQ-9029,10543.0
WPBAQ-9029,10552.0
WPBAQ-9055,2291.0
WPBAQ-9101,5788.0
WPBAQ-9106,843.0
WPBAQ-9106,843.0
WPBAQ-9115,0.0
WPBAQ-9135,2284.0
WPBAQ-9135,2284.0
WPBAQ-9140,0.0
WPBAQ-9140,0.0
WPBAQ-9140,0.0
WPBAQ-9144,3760.0
WPBAQ-9144,3795.0
WPBAQ-9144,3801.0
WPBAQ-9158,12980.0
WPBAQ-9174,10487.0
WPBAQ-9185,3342.0
WPBAQ-9274,0.0
WPBAQ-9318,3000.0
WPBAQ-9318,3000.0
WPBAQ-9345,2940.0
WPBAQ-9420,22190.0
WPBAQ-9427,48723.0
WPBAQ-9427,48721.0
WPBAQ-9427,48723.0
WPBAQ-9427,48721.0
WPBAQ-9427,1955.0
WPBAQ-9427,1957.0
WPBAQ-9691,6975.0
WPBAQ-9700,22877.0
WPBAQ-9768,3252.0
WPBAQ-9824,3525.0
WPBAQ-9950,5558.0
WPBAQ-9962,0.0
WPBAQ-9975,3907.0
WPBAR-0135,68940.0
WPBAR-0135,68940.0
WPBAR-0135,68940.0
WPBAR-0135,68940.0
WPBAR-0169,12532.0
WPBAR-0258,1076.0
WPBAR-0358,195.0
WPBAR-0358,77.0
WPBAR-0417,8390.0
WPBAR-0417,8390.0
WPBAR-0682,464.0
WPBAR-0920,9856.0
WPBAR-1009,3358.0
WPBAR-1017,9382.0
WPBAR-1030,15540.0
WPBAR-1030,15543.0
WPBAR-1041,23373.0
WPBAR-1618,22828.0
WPBAR-1713,40897.0
WPBAR-1713,40897.0
WPBAR-1748,12001.0
WPBAR-1748,12001.0
WPBAR-1765,12092.0
WPBAR-1796,0.0
WPBAR-1796,0.0
WPBAR-1887,18475.0
WPBAR-1887,18479.0
WPBAR-2060,15728.0
WPBAR-2095,2587.0
WPBAR-2098,16942.0
WPBAR-2185,2128.0
WPBAR-2338,737.0
WPBAR-2412,16405.0
WPBAR-2549,9708.0
WPBAR-2571,10899.0
WPBAR-2571,10863.0
WPBAR-2644,0.0
WPBAR-2646,15022.0
WPBAR-2760,32226.0
WPBAR-2813,0.0
WPBAR-3101,15274.0
WPBAR-3111,6694.0
WPBAR-3111,6694.0
WPBAR-3240,27179.0
WPBAR-3258,4016.0
WPBAR-3258,4016.0
WPBAR-3269,11253.0
WPBAR-3357,10461.0
WPBAR-3407,0.0
WPBAR-3407,0.0
WPBAR-3500,4858.0
WPBAR-3684,10503.0
WPBAR-3684,10516.0
WPBAR-3692,12182.0
WPBAR-3692,12179.0
WPBAR-3911,61945.0
WPBAR-3933,27062.0
WPBAR-3935,1386.0
WPBAR-3935,1392.0
WPBAR-3985,27000.0
WPBAR-4046,10033.0
WPBAR-4046,10033.0
WPBAR-4046,10078.0
WPBAR-4046,10205.0
WPBAR-4094,7895.0
WPBAR-4146,7300.0
WPBAR-4166,16428.0
WPBAR-4215,16678.0
WPBAR-4241,11873.0
WPBAR-4296,2834.0
WPBAR-4803,11259.0
WPBAR-4928,15617.0
WPBAR-5056,0.0
WPBAR-5184,3384.0
WPBAR-5382,10360.0
WPBAR-5479,7399.0
WPBAR-5513,6302.0
WPBAR-5513,6302.0
WPBAR-5641,7284.0
WPBAR-5641,7284.0
WPBAR-5742,13497.0
WPBAR-5761,8107.0
WPBAR-5896,7071.0
WPBAR-5896,7067.0
WPBAR-5896,7062.0
WPBAR-5948,9394.0
WPBAR-6266,1839.0
WPBAR-6369,7776.0
WPBAR-6369,7776.0
WPBAR-6875,10028.0
WPBAR-6875,10028.0
WPBAR-7145,8955.0
WPBAR-7145,8965.0
WPBAR-7146,5234.0
WPBAR-7165,13371.0
WPBAR-7165,13371.0
WPBAR-7185,6073.0
WPBAR-7185,6071.0
WPBAR-7442,569.0
WPBAR-7663,10702.0
WPBAR-7692,16277.0
WPBAR-8714,30340.0
WPBAS-2135,6684.0
WPBAS-7351,6819.0
WPBAS-7351,6825.0
WPBBC-7457,1408.0
WPBBD-6366,8707.0
WPBBD-6404,8475.0
WPBBD-8791,10699.0
WPBBD-8791,10699.0
WPBBD-8791,10699.0
WPBBD-8791,10699.0
WPBBD-8791,10699.0
WPBBD-8791,10699.0
WPBBM-5994,264106.0
WPBBM-7255,5771.0
WPBBM-7255,5771.0
WPBBN-0867,12551.0
WPBBN-0867,12563.0
WPBBN-5542,3773.0
WPBBN-7555,6610.0
WPBBN-7646,4786.0
WPBBN-7646,4786.0
WPBBN-9884,21187.0
WPBBN-9884,22911.0
WPBBN-9884,20340.0
WPBBN-9884,22064.0
WPBBP-2284,4329.0
WPBBP-2284,4629.0
WPBBP-6681,4140.0
WPBBQ-0612,6744.0
WPBBQ-4113,9477.0
WPBBQ-4113,9471.0
WPBBQ-7427,6861.0
WPBBQ-9587,2406.0
WPBBR-0547,11615.0
WPBBR-1954,14114.0
WPBBR-1954,14114.0
WPBBR-1954,14114.0
WPBBR-1954,17138.0
WPBBR-1954,17138.0
WPBBR-1954,17138.0
WPBBR-6722,83338.0
WPBBR-6722,83363.0
WPBBR-6722,83371.0
WPBBR-6895,24445.0
WPBBR-6895,24446.0
WPBBR-7560,1586.0
WPBBR-7560,1586.0
WPBBR-8173,9295.0
WPBBR-8730,6400.0
WPBBS-0150,18801.0
WPBBS-0150,18794.0
WPBBS-0519,12785.0
WPBBS-1154,2584.0
WPBBS-1154,2605.0
WPBBS-1154,2617.0
WPBBS-1460,499.0
WPBBS-1683,8379.0
WPBBS-1740,11963.0
WPBBS-2240,19079.0
WPBBS-2805,11636.0
WPBBS-3659,5251.0
WPBBS-3856,1130.0
WPBBS-4274,0.0
WPBBS-4656,23556.0
WPBBS-5520,7368.0
WPBBS-5772,0.0
WPBBS-6330,4193.0
WPBBS-6407,20879.0
WPBBS-6407,20879.0
WPBBS-6407,20879.0
WPBBS-6407,20879.0
WPBBS-6407,20879.0
WPBBS-6407,20879.0
WPBBS-6500,4495.0
WPBBS-6537,45065.0
WPBBS-6923,14477.0
WPBBS-6923,2973.0
WPBBS-7153,8607.0
WPBBS-7153,8607.0
WPBBS-7244,6525.0
WPBBS-7244,6525.0
WPBBS-7449,24110.0
WPBBS-7528,12420.0
WPBBS-8164,14832.0
WPBBS-8164,14832.0
WPBBS-8317,338591.0
WPBBS-8317,338598.0
WPBBS-8421,8155.0
WPBBS-8436,8442.0
WPBBS-8688,18796.0
WPBBS-8797,11698.0
WPBBS-8999,19032.0
WPBBS-9276,211206.0
WPBBS-9276,211206.0
WPBBS-9277,7025.0
WPBBS-9374,5325.0
WPBBS-9645,5245.0
WPBBS-9773,13808.0
WPBBS-9807,4620.0
WPBBS-9823,4808.0
WPBBT-0575,15954.0
WPBBT-0764,7345.0
WPBBT-0851,1759.0
WPBBT-0851,1766.0
WPBBT-0873,1.0
WPBBT-1215,13853.0
WPBBT-1215,13853.0
WPBBT-1215,13853.0
WPBBT-1215,13853.0
WPBBT-1279,10649.0
WPBBT-1279,10649.0
WPBBT-1298,4083.0
WPBBT-1510,4862.0
WPBBT-1685,9846.0
WPBBT-1685,9855.0
WPBBT-1701,4704.0
WPBBT-1701,4704.0
WPBBT-1772,5784.0
WPBBT-1875,11467.0
WPBBT-1908,0.0
WPBBT-2302,13947.0
WPBBT-2367,17616.0
WPBBT-2514,6506.0
WPBBT-2596,7462.0
WPBBT-2596,
WPBBT-2596,7462.0
WPBBT-2596,7462.0
WPBBT-2596,
WPBBT-2596,7462.0
WPBBT-2652,0.0
WPBBT-2701,4279.0
WPBBT-2752,0.0
WPBBT-2805,19282.0
WPBBT-2927,8213.0
WPBBT-2927,8213.0
WPBBT-3139,0.0
WPBBT-3139,0.0
WPBBT-3139,0.0
WPBBT-3139,0.0
WPBBT-3220,6981.0
WPBBT-3349,18362.0
WPBBT-3472,8291.0
WPBBT-3472,8291.0
WPBBT-3504,22132.0
WPBBT-4372,9700.0
WPBBT-4435,19289.0
WPBBT-4527,2216.0
WPBBT-4548,7065.0
WPBBT-4548,7067.0
WPBBT-4587,0.0
WPBBT-4739,11877.0
WPBBT-4742,5554.0
WPBBT-4759,13950.0
WPBBT-4776,18999.0
WPBBT-4805,10931.0
WPBBT-4861,10300.0
WPBBT-4861,10411.0
WPBBT-4882,4971.0
WPBBT-4902,6115.0
WPBBT-4921,9199.0
WPBBT-4921,9190.0
WPBBT-5348,14061.0
WPBBT-5379,17099.0
WPBBT-5379,17099.0
WPBBT-5447,7786.0
WPBBT-5460,3029.0
WPBBT-5549,24868.0
WPBBT-5559,9137.0
WPBBT-5664,482866.0
WPBBT-5678,4043.0
WPBBT-5679,11889.0
WPBBT-5810,5748.0
WPBBT-5817,12515.0
WPBBT-5858,3203.0
WPBBT-5887,6038.0
WPBBT-5892,4973.0
WPBBT-5892,4922.0
WPBBT-5967,10847.0
WPBBT-6009,17424.0
WPBBT-6174,9757.0
WPBBT-6319,0.0
WPBBT-6392,12397.0
WPBBT-6392,12401.0
WPBBT-6392,12404.0
WPBBT-6392,12483.0
WPBBT-6392,12487.0
WPBBT-6392,12490.0
WPBBT-6450,41428.0
WPBBT-6454,3437.0
WPBBT-6454,3437.0
WPBBT-6668,6813.0
WPBBT-6721,3098.0
WPBBT-6754,7082.0
WPBBT-6754,7082.0
WPBBT-6775,2914.0
WPBBT-7034,5257.0
WPBBT-7072,16501.0
WPBBT-7421,20372.0
WPBBT-7421,20381.0
WPBBT-7421,20385.0
WPBBT-7421,20455.0
WPBBT-7959,5632.0
WPBBT-7975,14381.0
WPBBT-7975,14381.0
WPBBT-8073,13151.0
WPBBT-8083,6529.0
WPBBT-8136,2634.0
WPBBT-8136,2642.0
WPBBT-8248,3214.0
WPBBT-8551,15700.0
WPBBT-8569,7936.0
WPBBT-8693,1845.0
WPBBT-8697,2000.0
WPBBT-8697,2143.0
WPBBT-8705,9932.0
WPBBT-8705,9934.0
WPBBT-8705,9949.0
WPBBT-8723,5830.0
WPBBT-8778,7619.0
WPBBT-8778,7614.0
WPBBT-8835,27322.0
WPBBT-8948,6378.0
WPBBT-8948,6378.0
WPBBT-8948,6248.0
WPBBT-8948,6248.0
WPBBT-9164,5140.0
WPBBT-9164,5140.0
WPBBT-9231,11154.0
WPBBT-9250,24627.0
WPBBT-9263,7037.0
WPBBT-9273,6464.0
WPBBT-9273,6464.0
WPBBT-9282,7227.0
WPBBT-9287,10844.0
WPBBT-9305,5266.0
WPBBT-9330,13610.0
WPBBT-9401,5548.0
WPBBT-9450,5963.0
WPBBT-9550,15323.0
WPBBT-9580,1422.0
WPBBT-9580,1422.0
WPBBT-9580,1422.0
WPBBT-9580,1422.0
WPBBT-9637,0.0
WPBBT-9637,0.0
WPBBT-9682,7584.0
WPBBT-9688,34304.0
WPBBT-9702,17657.0
WPBBT-9702,17661.0
WPBBT-9811,6162.0
WPBBT-9954,549.0
WPBBU-0052,3207.0
WPBBU-0052,3207.0
WPBBU-0052,3207.0
WPBBU-0169,5606.0
WPBBU-0548,5419.0
WPBBU-0548,5460.0
WPBBU-0721,10336.0
WPBBU-1055,15366.0
WPBBU-1055,15379.0
WPBBU-1443,957.0
WPBBU-1443,957.0
WPBBU-1443,955.0
WPBBU-1443,955.0
WPBBU-1451,9490.0
WPBBU-1466,9167.0
WPBBU-1712,31392.0
WPBBU-1712,31397.0
WPBBU-2003,2416.0
WPBBU-2003,2389.0
WPBBU-2019,4600.0
WPBBU-2084,10895.0
WPBBU-2084,10897.0
WPBBU-2617,10000.0
WPBBU-2617,0.0
WPBBU-2770,274.0
WPBBU-2827,20241.0
WPBBU-2879,0.0
WPBBU-3003,15193.0
WPBBU-3077,11373.0
WPBBU-3077,11373.0
WPBBU-3117,9035.0
WPBBU-3117,9035.0
WPBBU-3129,579.0
WPBBU-3230,2376.0
WPBBU-3240,6529.0
WPBBU-3257,3305.0
WPBBU-3284,60800.0
WPBBU-3284,60786.0
WPBBU-3289,5867.0
WPBBU-3289,5867.0
WPBBU-3295,0.0
WPBBU-3306,0.0
WPBBU-3326,9324.0
WPBBU-3326,9324.0
WPBBU-3405,11421.0
WPBBU-3405,11419.0
WPBBU-3473,2606.0
WPBBU-3473,2606.0
WPBBU-3475,5506.0
WPBBU-3533,10565.0
WPBBU-3533,19566.0
WPBBU-3533,10568.0
WPBBU-3533,10565.0
WPBBU-3533,19566.0
WPBBU-3533,10568.0
WPBBU-3533,10546.0
WPBBU-3533,19547.0
WPBBU-3533,10549.0
WPBBU-3543,6342.0
WPBBU-3543,6512.0
WPBBU-3599,2954.0
WPBBU-3619,54835.0
WPBBU-3621,11873.0
WPBBU-3621,11860.0
WPBBU-3714,6983.0
WPBBU-3762,3849.0
WPBBU-3792,14819.0
WPBBU-3830,4974.0
WPBBU-3837,1963.0
WPBBU-3927,1689.0
WPBBU-3939,15462.0
WPBBU-3939,15387.0
WPBBU-4299,22372.0
WPBBU-4299,22372.0
WPBBU-4467,14431.0
WPBBU-4467,14431.0
WPBBU-4516,7538.0
WPBBU-4516,7538.0
WPBBU-4526,26523.0
WPBBU-4526,26380.0
WPBBU-4546,12117.0
WPBBU-4580,1746.0
WPBBU-4669,9669.0
WPBBU-4744,11571.0
WPBBU-4750,7343.0
WPBBU-4831,11918.0
WPBBU-4897,4251.0
WPBBU-5129,6936.0
WPBBU-5270,3871.0
WPBBU-5270,3874.0
WPBBU-5270,3908.0
WPBBU-5340,11988.0
WPBBU-5500,1911.0
WPBBU-5664,1747.0
WPBBU-5812,4280.0
WPBBU-5957,21196.0
WPBBU-5983,9183.0
WPBBU-6019,16911.0
WPBBU-6019,16914.0
WPBBU-6238,6744.0
WPBBU-6298,7239.0
WPBBU-6413,0.0
WPBBU-6413,0.0
WPBBU-7627,9521.0
WPBBU-7785,16644.0
WPBBU-7884,4463.0
WPBBU-7884,4463.0
WPBBU-7949,11610.0
WPBBU-7987,8943.0
WPBBU-7987,8943.0
WPBBU-7987,8943.0
WPBBU-8031,12176.0
WPBBU-8242,1536.0
WPBBU-8282,34520.0
WPBBU-8327,10890.0
WPBBU-8992,7725.0
WPBBU-9348,2763.0
WPBBU-9433,8790.0
WPBBU-9462,0.0
WPBBU-9462,0.0
WPBBU-9579,7283.0
WPBBU-9579,7290.0
WPBBU-9579,4281.0
WPBBU-9579,4288.0
WPBBU-9655,8610.0
WPBBU-9655,8610.0
WPBBU-9655,8606.0
WPBBU-9655,8606.0
WPBBU-9711,3287.0
WPBBU-9711,3287.0
WPBBU-9809,9005.0
WPBBU-9836,8856.0
WPBBU-9924,4933.0
WPBBU-9924,4933.0
WPBBU-9934,14503.0
WPBBU-9934,14503.0
WPBBU-9947,0.0
WPBBU-9947,0.0
WPBBU-9947,0.0
WPBBU-9948,4431.0
WPBBV-0078,0.0
WPBBV-0126,7371.0
WPBBV-0126,7371.0
WPBBV-0126,7371.0
WPBBV-0126,7371.0
WPBBV-0214,1368.0
WPBBV-0214,1368.0
WPBBV-0214,1368.0
WPBBV-0255,6432.0
WPBBV-0255,6432.0
WPBBV-0486,74819.0
WPBBV-0613,16893.0
WPBBV-0699,9150.0
WPBBV-0699,9152.0
WPBBV-0820,5551.0
WPBBV-0891,6471.0
WPBBV-0959,9264.0
WPBBV-0985,4442.0
WPBBV-0985,4441.0
WPBBV-1224,5570.0
WPBBV-1350,12964.0
WPBBV-1923,12560.0
WPBBV-2004,6435.0
WPBBV-2231,12786.0
WPBBV-2273,9370.0
WPBBV-2825,29332.0
WPBBV-3453,6387.0
WPBBV-3453,6387.0
WPBBV-3453,6393.0
WPBBV-3482,4554.0
WPBBV-3599,17431.0
WPBBV-3892,4705.0
WPBBV-4022,8686.0
WPBBV-4022,8666.0
WPBBV-4038,18158.0
WPBBV-4038,18158.0
WPBBV-4282,2091.0
WPBBV-4362,16841.0
WPBBV-4395,11018.0
