VehRegNo,DistanceTraveled
SGQN-0357,9627.0
SGQN-0357,9628.0
SGQN-0357,9674.0
SGQN-0357,9628.0
SGBEO-8726,19961.0
SGBEO-8726,19962.0
NCWE-0243,5805.0
SGAAE-9501,11608.0
SGXG-1024,8311.0
SGXG-1024,8316.0
SGYG-1063,0.0
SGYG-1063,0.0
SPBBU-1185,16266.0
SGYF-7703,3.0
SGYF-7703,3.0
SGYF-7703,3.0
SGYF-7703,3.0
SGPV-0109,3109.0
201-5908,3001.0
WPXG-6113,6946.0
NPBBT-2004,98245.0
WPQI-6639,0.0
WPQI-6639,0.0
WPQI-6639,0.0
WPQI-6639,0.0
NCVI-2924,457.0
SGAAE-5612,3510.0
SGAAE-5612,3510.0
SGAAE-5612,3510.0
SGAAE-5612,3510.0
SGBEQ-7090,4977.0
WPGM-1136,14576.0
WPGM-1136,2.0
WPGM-1136,14576.0
WPGM-1136,2.0
NCBEQ-6831,14663.0
SPTF-6675,9.0
SGBEP-4010,6787.0
CPNB-7335,0.0
CPNB-7335,0.0
WPYU-7862,76180.0
WPYU-7862,76180.0
WPYU-7862,76174.0
SGAAN-2036,190.0
SGAAN-2036,190.0
SGAAN-2036,190.0
SGAAN-2036,190.0
SGUP-1478,55726.0
SGKR-9504,20320.0
SGCAD-7182,2426.0
SGBEP-8904,3798.0
SGWF-0237,8224.0
SGWF-0237,8211.0
SGPB-5401,26837.0
SGAAN-3708,3184.0
SGXF-5034,8595.0
SGXF-5034,8600.0
SGXF-5034,21400.0
SGXF-5034,8600.0
SGXF-5034,8606.0
SGXF-5034,8600.0
SGXF-5034,8605.0
SGXF-5034,21395.0
SGXF-5034,8605.0
SGXF-5034,8611.0
UPVI-3629,8639.0
SGYV-0644,4623.0
SGCAT-3680,11037.0
SGBDE-2490,8138.0
SGWF-4272,7305.0
SGQR-6690,0.0
UPPC-0068,41708.0
UPBBV-2421,21092.0
UPBBV-2421,21091.0
NCBDF-5493,873.0
NCDAF-0135,2903.0
NCDAF-0135,
WPPF-4864,39346.0
NCBEQ-3515,10571.0
NCGM-1911,0.0
NCGM-1911,0.0
NCGM-1911,0.0
NCGM-1911,0.0
NCGM-1911,0.0
NCGM-1911,0.0
NCMM-1647,0.0
NCPS-3806,3844.0
NCXZ-2647,0.0
43-9819,5191.0
43-9819,
NCBBT-8022,13550.0
NCBBT-8022,13552.0
NCAAE-7344,14018.0
NCBBT-0204,8849.0
SGBDD-4548,3982.0
SGBDD-4548,3950.0
NCPS-5730,3.0
NCBEQ-8240,11269.0
SGHR-8293,39987.0
250-9394,15575.0
SGQC-9590,0.0
SGBEP-5496,6106.0
SGJQ-3185,9058.0
NCPI-4797,42553.0
NCGE-0062,0.0
WPLC-9392,18368.0
WPNA-4457,1901.0
SGJP-0967,0.0
SGJP-0967,68404.0
SGJP-0967,0.0
SGJP-0967,68404.0
CPAAE-2400,1096.0
WPJR-7167,30872.0
NCBER-3041,4513.0
NCBDG-0334,16179.0
NCBDG-0334,16180.0
NCBDG-3964,12439.0
NCBDG-3964,12453.0
NPBEQ-3618,7731.0
252-3580,9830.0
WPCAW-2424,12089.0
WPCAW-2424,12089.0
SGUB-3527,1442.0
SGUB-3527,1445.0
SGUB-3527,1440.0
SGUB-3527,1443.0
UPAAV-7084,7854.0
WPPS-3056,10693.0
WPWE-8671,33341.0
SGBEM-4714,15927.0
SGXY-9729,7985.0
NCBDF-3738,7664.0
13-5106,85497.0
NPBEO-4844,32841.0
SPBEQ-3800,11059.0
NPBAQ-9969,516.0
NPBAQ-9969,519.0
NPBDF-8637,18490.0
NPXZ-2284,4424.0
NPBBV-0102,5132.0
NPGD-9786,0.0
NPGD-9786,0.0
NPGD-9786,0.0
NPXG-2734,0.0
NPVJ-4627,0.0
NPVJ-4627,0.0
NPVJ-4627,0.0
NPVJ-4627,0.0
WPBDH-0093,7938.0
NPGI-7665,0.0
NPGI-7665,30.0
NPGI-7665,0.0
NPGI-7665,30.0
NPGI-7665,0.0
NPGI-7665,30.0
NPGO-6458,0.0
NPGO-6458,0.0
NPGO-6458,0.0
NPXG-0378,35646.0
NPXG-2690,7335.0
NPVI-5073,36900.0
NPVI-5073,36900.0
NPQC-8958,4.0
NPBDG-0169,9412.0
NPXZ-6165,737.0
NPXZ-6165,696.0
NPMM-1598,0.0
51-6912,3768.0
NPDAC-7223,19145.0
NPBEQ-8383,13119.0
EPBEP-9436,0.0
NPLG-9697,40524.0
NPLG-9697,40525.0
NPXG-4886,2980.0
WPHU-8998,18912.0
WPVH-4281,0.0
NCDAC-7418,10898.0
EPBBU-7906,6056.0
NPMQ-6507,0.0
NPMQ-6507,0.0
NPVI-2891,6180.0
NPVI-2891,6180.0
NPHR-2449,16068.0
NPHR-2449,16071.0
NPKI-2862,12107.0
NPXF-1235,7138.0
NCPX-0788,12247.0
NPXG-5929,2164.0
NPCAD-4936,7433.0
NPBEQ-0014,1340.0
21-3684,0.0
NPXF-5902,3457.0
NPMM-2373,13834.0
UPHS-0047,162718.0
NPPA-6112,263005.0
NPHR-4425,0.0
NPDAF-1382,34673.0
NPTG-2231,27000.0
NPQC-9037,9333.0
NPBER-0871,6812.0
NPXZ-6021,8195.0
NPXZ-6021,7173.0
500-6061,220.0
EPUT-0969,0.0
EPUT-0969,0.0
EPUT-0969,0.0
CPKG-1637,16036.0
NPXG-5721,3236.0
NPBEQ-3751,
NPBDF-2927,9169.0
NPBDF-2927,9084.0
WPPD-3306,21029.0
EPUC-3401,8898.0
EPUC-3401,8898.0
SGAAN-2749,0.0
SGAAN-2749,1.0
SGAAN-2749,0.0
SGAAN-2749,1.0
NPJQ-5821,0.0
NPJQ-5821,0.0
NPVI-4449,8952.0
NPXG-5918,160.0
NPXG-5918,165.0
NPXG-2866,8893.0
NPJN-3591,177.0
500-8412,0.0
NPBBU-6947,2829.0
SGLE-8126,205144.0
NCJM-1477,9997.0
NCJM-1477,9997.0
NCJM-1477,9997.0
NCJM-1477,9997.0
NCJM-1477,9997.0
NCJM-1477,9997.0
NCJM-1477,9997.0
NCJM-1477,9997.0
NCJM-1477,9997.0
NPWF-7128,0.0
NPVH-2625,6.0
WPCAX-3079,3214.0
WPAAV-6770,23193.0
WPAAV-6438,6863.0
SGYU-6312,0.0
NCVH-7326,1649.0
103-4322,1.0
103-4322,1.0
SGAAV-7774,4138.0
SGAAV-7774,4105.0
SGAAV-7774,4100.0
SGYU-8736,18467.0
WPPE-7022,26231.0
SPBBU-5606,21537.0
SPBBU-5606,21537.0
EPUB-1061,0.0
EPVI-4285,2763.0
EPBEP-9916,10300.0
EPBDC-1090,6603.0
EPBDC-1090,6523.0
EPGB-0471,5246.0
EPGB-0471,5266.0
EPGB-0471,5271.0
EPGB-0471,5246.0
EPGB-0471,5266.0
EPGB-0471,5271.0
154-4669,0.0
154-4669,0.0
WPPD-4001,2146.0
NWUT-1224,2904.0
NWUT-1224,2903.0
WPBEQ-3258,9382.0
NWGM-0271,9980.0
NWGM-0271,10018.0
NWYG-4031,10616.0
NWYG-4031,10616.0
NWBBT-0561,7769.0
NPBEO-5770,0.0
NWYG-2689,4316.0
NWYG-2689,4319.0
NPBEP-8443,11020.0
UPTX-3894,19973.0
UPTX-3894,19970.0
WPPD-3791,16523.0
WPKS-1637,22935.0
WPQC-8859,6899.0
NPWF-0415,84.0
EPBDG-8510,18349.0
CPKN-4859,3024.0
CPKN-4859,3049.0
SGBEQ-4412,3207.0
WPBEP-4898,20072.0
SPWD-8133,7168.0
SPWD-8133,7155.0
WPABI-9685,7350.0
SGPI-4418,25187.0
NWBES-2534,15670.0
NWBES-2534,15673.0
NWXH-3608,3404.0
NWXH-3608,3410.0
131-2238,0.0
40-0937,17754.0
40-0937,17754.0
NPBBT-0759,4286.0
NPBBT-0759,4286.0
NPBBT-0759,4286.0
NWXZ-6420,1.0
NWKS-0788,2075.0
UPAAE-7920,351.0
NWPS-3545,17855.0
WPXZ-4693,14732.0
WPXZ-4693,14740.0
WPXZ-4693,14719.0
WPXZ-4693,14727.0
NWBEQ-4400,3833.0
NWBEQ-4400,3908.0
NWBEQ-4400,3914.0
NWPB-5399,3170.0
CPKF-8843,14066.0
UPAAN-3071,8541.0
CPAAN-3627,9118.0
UPABI-9832,5721.0
SGABO-9506,11651.0
NCDAC-7178,51363.0
NCBAP-8145,3745.0
NPBDG-1240,1.0
EPBBV-2838,14653.0
EPBBV-2838,14653.0
SGABI-9281,28256.0
SGABI-9281,28259.0
WPYG-2131,6443.0
WPYG-2131,6445.0
WPYG-2131,6440.0
WPYG-2131,6442.0
WPWF-0622,4044.0
WPWF-0622,4057.0
WPWF-0622,4020.0
WPWF-0622,4033.0
WPWF-0622,4008.0
WPWF-0622,4021.0
SPBAO-3056,42.0
NPXD-9286,14953.0
NPXD-9286,14979.0
40-8416,132.0
NCXZ-6823,4837.0
NCXZ-6823,4837.0
NCXZ-6823,4832.0
NCXZ-6823,4832.0
UPGE-8602,156222.0
UPGE-8602,156222.0
NPBAR-1521,0.0
NCBDF-7157,3500.0
NCBDF-7157,3441.0
NPBDF-7417,0.0
WPGY-8869,0.0
WPGY-8869,0.0
WPXE-6560,0.0
WPAAF-0241,1.0
WPQC-9503,39515.0
WPQC-9503,39515.0
WPQC-9503,39515.0
EPLM-6762,382227.0
30-5108,0.0
NPYG-4755,2331.0
NPYG-4755,2334.0
NPYG-4755,2331.0
NPYG-4755,2334.0
SPXZ-6415,9999.0
EPUS-8442,4796.0
WPUC-2824,5768.0
NCXG-4214,9994.0
NPXZ-8578,1.0
NPBBT-2174,536.0
NCXG-1414,28910.0
EPAAE-2768,0.0
NPBEQ-0054,15093.0
NPBEQ-0054,15089.0
UPQM-9886,0.0
UPQM-9886,2.0
WPQR-6726,1.0
NPBEQ-8676,13833.0
EPXZ-7379,7826.0
EPXZ-7379,7827.0
EPXZ-7379,7825.0
EPXZ-7379,7826.0
EPXZ-6358,8488.0
WPBAR-0669,10237.0
WPBAQ-8851,22168.0
WPBAQ-8851,22170.0
WPBDG-2891,6844.0
WPBDG-2891,6844.0
WPBDG-2891,6850.0
WPBDG-2891,6768.0
WPBDG-2891,6768.0
WPBDG-2891,6774.0
WPBDG-2891,6764.0
WPBDG-2891,6764.0
WPBDG-2891,6770.0
WPBDG-2891,6759.0
WPBDG-2891,6759.0
WPBDG-2891,6765.0
WPGZ-1656,10668.0
WPBDG-4069,21801.0
WPVI-0408,23437.0
WPVI-0408,23437.0
NPDAC-7400,23754.0
WPQV-7014,1.0
WPQV-7014,1.0
WPQV-7014,1.0
WPQV-7014,1.0
WPKN-4376,7088.0
WPHT-2662,6564.0
WPQR-6423,5000.0
WPQR-6423,5000.0
WPQR-6423,4988.0
WPQR-6423,4988.0
WPABJ-0019,40071.0
WPWF-1622,11799.0
WPWF-1622,11799.0
WPABJ-0396,27473.0
WPABJ-0396,27476.0
WPABJ-0396,27457.0
WPABJ-0396,27449.0
WPYU-8705,41966.0
19-2161,30012.0
WPBDF-1279,4082.0
SGQW-2997,0.0
SGQW-2997,1.0
SGQW-2997,0.0
SGQW-2997,1.0
SGAAN-4060,0.0
UPCAD-2548,5361.0
WPBCY-9023,2485.0
WPPX-0912,13126.0
WPCAD-4940,3128.0
WPCAD-5838,23916.0
WPCAD-5838,23916.0
WPCAD-5838,23916.0
WPKI-7674,12952.0
WPABI-9757,11778.0
WPABI-9757,11783.0
WPKS-0676,54539.0
WPAAV-8905,23397.0
WPAAV-8905,23402.0
WPXD-8183,33656.0
WPMM-4219,5000.0
WPMM-4219,4973.0
NWBAQ-4742,6283.0
NPBDF-9147,8157.0
NPBDF-9147,8155.0
WPKN-2714,6203.0
NPWF-3585,17461.0
NPWF-3585,17462.0
SGQV-7371,5002.0
SGAAV-7063,0.0
WPKT-3535,5132.0
SGBBJ-7907,1.0
NWAAE-4963,22601.0
NWAAE-4963,22658.0
WPBAQ-1465,12254.0
WPBAQ-1465,12254.0
WPBAQ-1465,12132.0
WPBAQ-1465,12127.0
WPTF-2692,49902.0
NPBEQ-4303,4347.0
NPBDD-7884,64016.0
NPBDD-7884,64016.0
48-6526,724.0
SGBBT-3953,1156.0
WPQM-9940,971.0
59-5416,6302.0
NCTE-8995,373.0
NCTE-8995,373.0
NCTE-8995,199.0
NCTE-8995,199.0
CPGX-7451,17003.0
NCBEO-7459,6816.0
SGHT-1611,0.0
WPWH-6585,4736.0
SGWE-6854,15228.0
SGWE-6854,15236.0
SGXZ-8541,9911.0
SGAAE-7586,0.0
SGAAE-7586,0.0
WPMM-3925,9385.0
WPMM-3925,9385.0
WPMM-3925,9400.0
WPMM-3925,35665.0
WPMM-3925,9352.0
WPMM-3925,9352.0
WPMM-3925,9367.0
WPMM-3925,35698.0
WPMM-3925,9351.0
WPMM-3925,9351.0
WPMM-3925,9366.0
WPMM-3925,35699.0
SGLE-8731,7636.0
SGLE-8731,7607.0
SGPZ-0286,2.0
SGBBV-0736,21618.0
EPXF-8520,0.0
SGAAN-4686,10985.0
SGBAR-1504,8702.0
SGABI-8903,8874.0
UPXZ-4979,9587.0
UPXZ-4979,9587.0
UPTG-3601,10108.0
UPBDF-8768,9023.0
UPTB-6800,11999.0
UPTB-6800,11999.0
UPTB-6800,11999.0
UPTB-6800,11999.0
SPYG-3658,6136.0
UPBEQ-2287,7537.0
NPBDF-2005,5245.0
SGABI-6684,7806.0
SGABI-6684,7806.0
301-7456,2710.0
CPHQ-7159,7874.0
CPUC-2746,2944.0
WPABJ-0140,24452.0
WPABJ-0140,24453.0
NPAAV-4318,6701.0
WPAAN-2244,21486.0
WPAAN-2244,21481.0
SGAAN-3052,0.0
SGAAN-3052,0.0
SGAAN-3052,0.0
SGAAN-3052,0.0
WPBER-7274,39554.0
WPBER-7274,39481.0
NPLK-5931,42505.0
WPKN-4262,9878.0
NPBBV-0006,17457.0
EPHS-3214,12654.0
WPKX-6271,1245.0
NCYU-8773,6841.0
SGJS-7711,6940.0
WPNC-8308,2157.0
250-9994,235186.0
WPPD-4037,67439.0
WPPD-4037,67439.0
SGML-8128,1.0
SGML-8128,1.0
WPHA-0801,2526.0
WPKI-9196,7508.0
WPKK-7177,20566.0
15-3554,296087.0
15-3554,296087.0
15-3554,296087.0
15-3554,296140.0
15-3554,296140.0
15-3554,296140.0
15-3554,296140.0
WPCAD-5240,21272.0
WPHB-6001,6393.0
43-8347,334580.0
43-8347,334580.0
NPBAQ-7002,4802.0
NPBAQ-7002,4802.0
EPYG-7536,23.0
EPYG-7536,23.0
EPYG-7536,23.0
EPYG-7536,23.0
WPAAD-9642,6933.0
WPUC-0028,4159.0
WPUC-0028,4159.0
WPUT-5513,444.0
WPUT-5513,444.0
NPJP-9819,0.0
68-5141,271607.0
68-5141,271607.0
WPKN-3358,5629.0
NWBAA-3503,0.0
WPBDG-2419,6623.0
WPBDG-2419,6623.0
WPBDG-2419,6623.0
WPBDG-2419,6623.0
WPBDG-2419,6626.0
WPBDG-2419,6626.0
EPBAR-2585,0.0
EPBAR-2585,0.0
EPBAR-2585,0.0
EPBAR-2585,0.0
WPPU-9800,12767.0
WPPU-9800,12767.0
NPBDG-3041,3123.0
WPWF-1680,6379.0
65-2674,3212.0
65-2674,3212.0
WPBDF-6181,9477.0
WPBDF-6181,9477.0
WPKN-8352,3235.0
SPGZ-1665,50846.0
SPGZ-1665,50846.0
WPCAZ-9889,23571.0
WPJP-5042,7300.0
WPML-9255,65494.0
WPML-9255,65494.0
WPML-9255,65494.0
WPML-9255,65494.0
WPYF-4580,3027.0
WPYF-4580,3032.0
301-0180,2473.0
SPYG-0464,11050.0
WPYG-5891,34094.0
WPYG-5891,34094.0
WPAAE-7403,4519.0
WPAAE-7403,4519.0
WPBBU-9365,18311.0
WPBBU-9365,18314.0
WPUC-2447,2557.0
21-7100,24717.0
WPCAT-1865,5504.0
WPKF-8612,11140.0
WPBEQ-9126,2461.0
WPKD-6797,9025.0
50-9149,27046.0
64-6062,8269.0
325-0740,203462.0
NPBBQ-3943,39449.0
EPBAP-9170,3.0
SPGE-5421,100.0
NWBEP-6207,5115.0
UPBBU-8423,15676.0
EPBEP-2401,15235.0
SGQV-7177,3222.0
SGQV-7177,3222.0
WPHS-3646,5366.0
WPKX-6750,10761.0
NWGM-9011,0.0
NPJO-8696,733983.0
WPYU-8640,20487.0
EPXY-8013,3185.0
NWXF-3918,0.0
51-8339,2556.0
NWBBV-6067,8685.0
NPBDF-9499,12373.0
WPBAR-0513,0.0
202-9231,18040.0
NCBDG-4782,9645.0
NCDAF-1452,19302.0
19-6593,69.0
19-6593,69.0
41-1213,0.0
EPGM-0145,1666.0
EPGM-0145,1666.0
EPBEP-8761,5675.0
NCWT-7302,0.0
NPXZ-6006,2155.0
14-1647,1694.0
14-1647,1689.0
WPBAS-2321,5950.0
WPBAS-2321,5950.0
WPBAS-2321,5950.0
NPXG-8432,15300.0
WPVI-4420,39199.0
EPUT-4187,7067.0
NCQV-3354,0.0
NCQV-3354,0.0
WPBAR-1003,3041.0
WPBAR-1003,3034.0
201-5241,0.0
EPWE-9434,0.0
EPBDD-4078,11718.0
205-2520,14550.0
NCYG-3246,4864.0
WPDAC-6745,9874.0
SGXF-7945,8759.0
SGXF-7945,8696.0
SGXF-7945,8759.0
SGXF-7945,8696.0
SGXF-7945,8759.0
SGXF-7945,8696.0
NPBEQ-2951,7962.0
NWWF-4059,0.0
WPTG-6835,10001.0
WPTG-6835,10106.0
SGKF-9308,7795.0
WPND-2342,35554.0
SGBBU-6557,5348.0
WPBEO-9162,15743.0
WPBEO-9162,16021.0
WPBEO-9162,16104.0
80-3421,15240.0
NCUT-2580,6425.0
NCXZ-6844,0.0
NPHB-9208,12705.0
EPGP-8369,613410.0
EPXG-2250,1718.0
WPLJ-2913,114055.0
WPLJ-2913,114055.0
WPLJ-2913,114055.0
WPYU-6470,18.0
WPYU-6470,27.0
WPYU-6470,85.0
NWBAQ-7832,9329.0
NWBAQ-7832,9344.0
NWBAQ-7832,9242.0
NWBAQ-7832,9257.0
WPBER-7283,29014.0
102-4134,0.0
CPYU-8362,7239.0
32-1409,4512.0
32-1409,4512.0
32-1409,4512.0
SGQM-8776,0.0
SGQM-8776,0.0
SGQM-8776,0.0
SGQM-8776,0.0
WPCAT-1931,20542.0
NPGY-6742,3422.0
NPWF-3266,1999.0
NPWF-3266,1999.0
NPVI-3652,7280.0
NWLM-6920,28517.0
NWXH-1855,484.0
NWABI-9308,0.0
CPAAF-0007,6765.0
CPAAF-0007,6765.0
SPWF-5970,6202.0
EPABO-8913,0.0
WPBDG-5983,0.0
WPBDG-5983,0.0
WPBDG-5983,38394.0
WPBDG-5983,38394.0
NPXE-8355,4298.0
NWQR-7583,0.0
NCMS-7719,0.0
NPXH-0176,6781.0
NPXH-0176,6789.0
NPXH-0176,6777.0
NPXH-0176,6785.0
226-8802,2329.0
300-5397,6409.0
300-5397,6420.0
300-5397,6420.0
UPBBV-1581,25193.0
UPBEP-7785,5042.0
SPBBU-3969,10114.0
NPPS-3605,3470.0
NPPS-3605,3367.0
NPPS-3605,2368.0
WPYC-5600,9405.0
WPYC-5600,9405.0
WPYC-5600,9405.0
WPYC-5600,9405.0
NCBEP-6318,9190.0
WPBDG-7571,6379.0
UPBBU-4926,13473.0
NCXF-0453,80464.0
EPXZ-7450,12691.0
SGYU-8381,1869.0
WPJQ-6234,0.0
WPJQ-6234,0.0
WPJQ-6234,0.0
WPJQ-6234,0.0
NPBBU-8454,10969.0
NPBBU-8711,52311.0
UPBBT-1118,0.0
EPBEP-6257,12191.0
NPBER-1979,4134.0
EPGZ-6858,0.0
EPGZ-6858,0.0
NCAAU-1939,9915.0
EPBBM-1010,3296.0
EPUC-2104,10300.0
EPVI-5082,3848.0
EPUC-1580,0.0
EPTU-8339,1061.0
65-7574,11676.0
EPBBV-3319,20134.0
EPUT-1069,6.0
EPBBV-1884,8215.0
EPGM-6434,0.0
EPJQ-3758,0.0
EPBBV-2265,12271.0
EPBDF-3498,8206.0
47-6000,0.0
EPXG-4317,7311.0
EPPH-1490,18087.0
EPBBV-4758,10948.0
EPBBV-4758,10951.0
EPBBV-4758,10956.0
EPGL-5895,57.0
EPXZ-6364,2447.0
EPBBU-8955,9288.0
NCYV-7289,29430.0
NCYV-7289,29432.0
EPUS-1697,0.0
NCKK-3135,5988.0
EPPD-3246,16094.0
EPWF-4923,2964.0
NCABO-9114,29868.0
NCXZ-6923,2.0
WPXF-8539,401.0
NCWU-5464,1582.0
NCPQ-0538,87727.0
NCPQ-0538,87727.0
NCUB-2021,0.0
NCUB-2021,0.0
NCXC-7479,0.0
SGBBU-8928,14625.0
NCXG-3382,6172.0
204-4166,0.0
204-4166,0.0
65-1626,8451.0
65-1626,8452.0
NCABO-8082,6813.0
WPKK-3173,8499.0
NCBBS-1140,1356.0
226-5529,29419.0
SGNC-5573,60145.0
NCBEP-0606,7799.0
NCBBP-6283,2794.0
NCWE-8824,3240.0
NWTH-2111,0.0
NWTH-2111,0.0
EPKV-1706,11999.0
NCBEQ-4534,11487.0
NWUC-3261,2803.0
NWUC-3261,2803.0
EPBDG-5361,11333.0
EPXZ-6955,20156.0
EPXZ-6955,20157.0
EPXZ-6955,11158.0
EPXZ-6955,11159.0
154-5662,582.0
NWBBU-3660,7247.0
NCGL-7934,0.0
NCGL-7934,0.0
NCVI-9008,21831.0
NCWE-7847,91135.0
NCWE-7847,91134.0
NCWE-7847,91134.0
NCWE-7847,91133.0
EPGM-6845,0.0
EPGM-6845,0.0
NCBDG-1231,5612.0
NCBDG-1231,5628.0
EPBEP-9046,16776.0
EPABI-8855,6811.0
NCBDG-3638,1354.0
53-7055,6865.0
53-7055,6865.0
NWUT-4087,0.0
NWUT-4087,0.0
NWUT-4087,0.0
WPUS-1429,0.0
NCKN-4550,11510.0
NCHR-8315,8632.0
NCHR-8315,8644.0
NCHR-8315,8645.0
NCYU-9111,12302.0
NCYU-9111,12302.0
NCYU-5919,87747.0
NPBDG-3497,12152.0
WPQR-5964,0.0
EPBAR-1836,4246.0
57-6799,1923.0
147-0105,0.0
WPLA-9421,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
NWUB-9316,0.0
SPVG-4265,49.0
59-2951,3889.0
68-5632,366736.0
NPQC-5482,9585.0
100-2090,1.0
100-2090,11997.0
100-2090,2997.0
100-2090,3.0
100-2090,3.0
100-2090,1.0
100-2090,11997.0
100-2090,2997.0
100-2090,3.0
100-2090,3.0
WPQR-6858,19123.0
WPQR-6858,19121.0
WPABJ-0079,6370.0
WPPI-4786,15728.0
NPWE-3943,7743.0
WPCAO-8299,14015.0
WPGW-8620,2382.0
WPGW-8620,2386.0
WPGW-8620,2386.0
WPGW-8620,2335.0
WPGW-8620,2339.0
WPGW-8620,2339.0
WPBBU-2664,963.0
WPTG-1931,180.0
WPTG-1931,180.0
WPTG-1931,180.0
WPTG-1931,180.0
WPGZ-0870,2353.0
WPYU-2215,7271.0
WPYU-2215,7291.0
WPYU-2215,7273.0
WPYU-2215,7293.0
WPKB-1914,5864.0
WPYV-0789,79785.0
WPYV-0789,79785.0
WPBBT-8882,10092.0
WPBBT-8882,10092.0
WPJO-3684,0.0
WPPU-7643,43215.0
WPXF-8866,2.0
WPXF-8866,2.0
WPGM-1512,0.0
CPAAN-3129,5537.0
WPPF-4757,28240.0
UPBES-6335,6796.0
UPAAE-8084,8561.0
NPBAQ-9865,0.0
43-4048,381571.0
WPBAS-1785,7537.0
WPBAS-1785,7531.0
150-4022,10000.0
NPXG-5137,4.0
SGQD-2727,2425.0
SGQD-2727,2425.0
NCXV-7136,40854.0
NCXV-7136,3597.0
NCXV-7136,3561.0
UPABI-7767,5364.0
54-7840,3220.0
UPBEN-7367,0.0
UPGZ-0717,23588.0
UPBEO-1024,9425.0
UPBEO-1024,9423.0
UPJL-2968,1.0
UPXD-4075,14262.0
NPWF-0958,18360.0
16-1356,0.0
WPKU-8920,3315.0
290-0397,653202.0
NWWC-6903,21024.0
NWWC-6903,21032.0
NWWC-6903,21024.0
NWWC-6903,21023.0
NWWC-6903,21031.0
NWWC-6903,21023.0
NPXG-3755,5203.0
CPVJ-9636,8055.0
NPBBU-6032,11077.0
NCXH-7668,8304.0
WPTG-7125,0.0
WPTG-7125,0.0
EPXZ-7883,0.0
EPXZ-7883,0.0
UPAAE-9407,3052.0
SGWF-8479,10951.0
NCHS-3286,2063.0
WPBBU-9954,7618.0
WPBBU-9954,7679.0
WPBBU-9954,7679.0
148-4395,92999.0
148-4395,93000.0
148-4395,92000.0
148-4395,92999.0
WPYF-7984,38287.0
WPPP-9627,30003.0
WPBAR-1601,7768.0
WPBAR-1601,36632.0
WPBAR-1601,7768.0
WPBEP-7008,5570.0
WPBEP-7008,5570.0
WPBEP-7008,5565.0
WPBEP-7008,5565.0
WPBBV-8626,14668.0
EPBCA-6373,47922.0
54-7052,6160.0
WPCAD-6065,23792.0
WPBBU-1433,8513.0
WPUS-6274,2597.0
WPUS-6274,2597.0
WPUS-6274,2603.0
WPBDG-2666,0.0
WPBDG-2666,0.0
48-7607,628490.0
48-7607,628490.0
WPBER-3960,5947.0
42-5133,23259.0
42-5133,23259.0
WPBDF-4001,10347.0
WPBDF-4001,10349.0
WPBDF-4001,10347.0
WPHS-1053,6119.0
WPVI-3701,93883.0
WPVI-3701,93889.0
WPVI-3701,93972.0
NWXG-7249,6884.0
WPXG-6144,9070.0
WPBAR-0769,10769.0
WPBBW-2073,7844.0
WPBAR-0903,6038.0
WPKF-8507,17335.0
WPPE-7587,3611.0
WPYU-9350,30040.0
WPYU-9350,30031.0
WPYF-8188,0.0
WPYF-8188,0.0
251-2612,5561.0
WPDAF-1355,26998.0
WPYV-4943,0.0
61-2297,17441.0
WPXG-2373,12298.0
WPKN-1086,5894.0
WPXZ-7074,11626.0
WPBDG-3956,5814.0
WPBDG-3956,5816.0
WPCAD-5212,21303.0
WPBBU-4941,1027.0
WPBBU-4941,1027.0
WPBBU-4941,1033.0
WPBBU-4941,1033.0
WPWF-2172,4576.0
WPWF-2172,4592.0
WPAAW-0021,7372.0
WPBEQ-3241,10626.0
WPCAD-6923,4797.0
WPCAD-5307,8260.0
WPCAO-5331,10222.0
WPCAO-5331,10222.0
300-3621,944.0
WPCAX-2167,16653.0
WPKS-0829,15610.0
WPKX-7390,9302.0
WPKF-8918,23733.0
WPKD-6720,7539.0
WPKK-2546,810.0
WPBAR-6453,8840.0
UPGY-1630,15784.0
UPBAQ-0069,6926.0
UPBAQ-0069,6926.0
UPYU-7487,6172.0
UPYU-7487,6172.0
UPBBV-3765,1578.0
UPABO-8632,24987.0
WPMM-4079,0.0
WPMM-4079,0.0
UPBEP-5522,6739.0
SPAAN-0792,6920.0
SPAAN-0792,6886.0
NWXY-9795,9704.0
SPTG-0006,0.0
SPTG-0006,0.0
SPBBV-4349,8854.0
SPBBV-4349,8867.0
SPBBV-4349,8789.0
SPBBV-4349,8802.0
NWJP-8773,16676.0
NWBBQ-8743,7559.0
SPGZ-0680,0.0
SPGZ-0680,0.0
SPGZ-0680,0.0
SPGZ-0680,0.0
SPGZ-0680,0.0
WPXG-5869,6349.0
SPBBO-5114,4190.0
SPBBO-5114,4210.0
SPBBO-5114,4195.0
SPBBO-5114,4215.0
WPBDG-7070,7696.0
WPBDG-7070,7719.0
SPXH-4007,4909.0
NWBFZ-6276,2653.0
NWBFZ-6276,2657.0
NWBFZ-6276,2657.0
SPBDG-3060,10143.0
SPMG-0340,0.0
SPMG-0340,0.0
SPUC-1635,5441.0
